full_text,Label,text,predicted_label
"['luhut', 'biang', 'perampasan', 'luhut', 'biang', 'penjegalan', 'luhut', 'bajingan', 'preman']",NoBully, luhut biang perampasan luhut biang penjegalan luhut bajingan preman ,Bully
"['bajingan', 'tolol', 'orang', 'iri', 'mo', 'dukung', 'anies', 'malu', 'karna', 'ni', 'orang', 'dosa', 'maling', 'uang', 'rakyat']",NoBully, bajingan tolol orang iri mo dukung anies malu karna ni orang dosa maling uang rakyat ,Bully
"['elu', 'bahas', 'uang', 'mulu', 'kelaperan', 'luh', 'monyet', 'bajingan', 'tolol', 'kalau', 'gk', 'duit', 'kerja', 'nge', 'buzerp']",NoBully, elu bahas uang mulu kelaperan luh monyet bajingan tolol kalau gk duit kerja nge buzerp ,NoBully
"['gue', 'marah', 'banget', 'ya', 'anjing', 'wekwan', 'baju', 'anak', 'knp', 'bajingan']",Bully, gue marah banget ya anjing wekwan baju anak knp bajingan ,Bully
"['bajingan', 'tolol', 'dongo', 'banget', 'mama', 'kau', 'pelacur', 'pingir', 'jalan', 'ya', 'nya', 'sara', 'e', 'bajingan', 'tolol', 'menghina', 'agama', 'mulu', 'ciri', 'komunis', 'pki', 'yang', 'sara', 'tuduh', 'orang', 'sara']",NoBully, bajingan tolol dongo banget mama kau pelacur pingir jalan ya nya sara e bajingan tolol menghina agama mulu ciri komunis pki yang sara tuduh orang sara ,Bully
['bajingan'],NoBully, bajingan ,NoBully
"['denger', 'ya', 'bajingan', 'tolol']",NoBully, denger ya bajingan tolol ,NoBully
"['gue', 'tunguin', 'lo', 'kagak', 'update', 'bajingan']",Bully, gue tunguin lo kagak update bajingan ,Bully
"['trashford', 'egoise', 'wes', 'ora', 'ketulungan', 'bajingan']",Bully, trashford egoise wes ora ketulungan bajingan ,Bully
"['investasi', 'rakyat', 'udah', 'sejahtera', 'udah', 'hidup', 'damai', 'mengatasnamakan', 'investasi', 'mencuri', 'tanah', 'rakyat', 'dasar', 'bajingan']",Bully, investasi rakyat udah sejahtera udah hidup damai mengatasnamakan investasi mencuri tanah rakyat dasar bajingan ,Bully
"['bajingan', 'kena', 'tipu']",Bully, bajingan kena tipu ,Bully
"['you', 'dont', 'deserve', 'this', 'whole', 'felings', 'nder', 'emang', 'bajingan', 'laki', 'but', 'the', 'way', 'that', 'you', 'know', 'he', 'got', 'smone', 'else', 'milih', 'stay', 'kalau', 'kasusnya', 'dikembalikan', 'iya', 'bajingan', 'milih', 'ngews', 'sama', 'cewe', 'would', 'you', 'be', 'j', 'fine', 'w', 'it']",Bully, you dont deserve this whole felings nder emang bajingan laki but the way that you know he got smone else milih stay kalau kasusnya dikembalikan iya bajingan milih ngews sama cewe would you be j fine w it ,Bully
"['persis', 'pola', 'orde', 'soekarno', 'rezim', 'pki', 'pesta', 'norak', 'beradab', 'disat', 'rakyat', 'berjuang', 'u', 'hidup', 'dari', 'penderitan', 'akibat', 'ulah', 'bangsa', 'bajingan']",Bully, persis pola orde soekarno rezim pki pesta norak beradab disat rakyat berjuang u hidup dari penderitan akibat ulah bangsa bajingan ,Bully
"['lo', 'mamat', 'bajingan']",NoBully, lo mamat bajingan ,NoBully
"['ora', 'iso', 'turu', 'asu', 'bajingan']",NoBully, ora iso turu asu bajingan ,Bully
"['perlakukan', 'kaya', 'gt', 'ex', 'gue', 'slalu', 'benerin', 'narik', 'baju', 'kaya', 'gt', 'bajingan', 'jr', 'gue', 'cewe', 'sakit', 'hati', 'banget', 'knp', 'hrs', 'kaya', 'gt', 'seneng', 'yang', 'benar', 'gue', 'kangen', 'banget', 'gue', 'sebenernya', 'yang', 'tidak', 'gampang', 'emosi', 'kaya', 'skrng']",Bully, perlakukan kaya gt ex gue slalu benerin narik baju kaya gt bajingan jr gue cewe sakit hati banget knp hrs kaya gt seneng yang benar gue kangen banget gue sebenernya yang tidak gampang emosi kaya skrng ,Bully
"['bjir', 'sarang', 'putus', 'gu', 'won', 'maksutnya', 'putus', 'kontrak', 'kerja', 'putus', 'pacaranya', 'bajingan', 'gue', 'uda', 'galau', 'eps', 'tai']",Bully, bjir sarang putus gu won maksutnya putus kontrak kerja putus pacaranya bajingan gue uda galau eps tai ,Bully
"['bajingan', 'tapi', 'kesayangan', 'inisial', 't']",Bully, bajingan tapi kesayangan inisial t ,Bully
['bajingan'],Bully, bajingan ,NoBully
"['bsk', 'senin', 'bajingan']",Bully, bsk senin bajingan ,Bully
"['komentarnya', 'rashford', 'asu', 'mctom', 'bajingan', 'dalot', 'ampas', 'peningalan', 'ole', 'emang', 'tidak', 'yang', 'benar', 'bruno', 'su']",Bully, komentarnya rashford asu mctom bajingan dalot ampas peningalan ole emang tidak yang benar bruno su ,Bully
"['bajingan', 'tenan', 'asu', 'orang']",Bully, bajingan tenan asu orang ,Bully
"['tetep', 'dijalur', 'bajingan', 'soale', 'doyane', 'tempek']",Bully, tetep dijalur bajingan soale doyane tempek ,Bully
"['koyo', 'ngeneki', 'tetep', 'cap', 'bajingan']",Bully, koyo ngeneki tetep cap bajingan ,Bully
"['tuh', 'kakek', 'haram', 'grup', 'bajingan', 'tolol', 'yang', 'sok', 'pintar', 'saran', 'belanja', 'otak', 'biar', 'mikir', 'pintar', 'secuil', 'aja', 'tolol', 'jangan', 'borong', 'berbagilah', 'samarata', 'samarasa', 'mahluk', 'gorong', 'yang']",Bully, tuh kakek haram grup bajingan tolol yang sok pintar saran belanja otak biar mikir pintar secuil aja tolol jangan borong berbagilah samarata samarasa mahluk gorong yang ,Bully
"['var', 'bajingan', 'tenan', 'wes', 'ngolek', 'gol', 'angel', 'varke', 'lonte']",Bully, var bajingan tenan wes ngolek gol angel varke lonte ,Bully
"['tim', 'benar', 'tidak', 'niat', 'menang', 'kontol', 'gajelas', 'pemain', 'fokus', 'stasitik', 'tidak', 'peduli', 'menang', 'kalah', 'bajingan']",Bully, tim benar tidak niat menang kontol gajelas pemain fokus stasitik tidak peduli menang kalah bajingan ,Bully
"['bajingan', 'potret', 'diriku', 'jaman', 'sma']",Bully, bajingan potret diriku jaman sma ,Bully
"['jancok', 'bajingan', 'sabar', 'sabar']",Bully, jancok bajingan sabar sabar ,Bully
"['ganti', 'dgn', 'sendiriny', 'bajingan', 'memang', 'orang']",Bully, ganti dgn sendiriny bajingan memang orang ,Bully
"['bajingan', 'mesti', 'var']",NoBully, bajingan mesti var ,Bully
"['wasite', 'bajingan']",NoBully, wasite bajingan ,Bully
"['bajingan', 'gue', 'kagak', 'ngantuk']",Bully, bajingan gue kagak ngantuk ,Bully
"['bajingan', 'gayeng', 'banget', 'barca', 'versi', 'saiki']",Bully, bajingan gayeng banget barca versi saiki ,Bully
"['bajingan', 'jongseong', 'cakep', 'banget', 'wkwk', 'jd', 'pengen']",Bully, bajingan jongseong cakep banget wkwk jd pengen ,Bully
"['anjing', 'ketemu', 'renjun', 'bangsat']",Bully, anjing ketemu renjun bangsat ,Bully
"['cakep', 'banget', 'bangsat', 'gila']",Bully, cakep banget bangsat gila ,Bully
"['bangsat', 'ijo', 'anjing', 'gausah', 'klakson', 'tidak', 'motor', 'belajar', 'anjing', 'tolol', 'bahayain', 'orang', 'anjing', 'rausah', 'ngebut', 'cok', 'berisik', 'knalpot', 'jamet', 'kabupaten', 'polisi', 'tidur', 'segede', 'dah', 'ya', 'alah', 'sih', 'orang', 'orang', 'bego', 'kaya', 'begini', 'dikasih', 'motor']",NoBully, bangsat ijo anjing gausah klakson tidak motor belajar anjing tolol bahayain orang anjing rausah ngebut cok berisik knalpot jamet kabupaten polisi tidur segede dah ya alah sih orang orang bego kaya begini dikasih motor ,Bully
"['a', 'bangsat', 'gatau', 'emosi', 'ketawa']",Bully, a bangsat gatau emosi ketawa ,Bully
['lfg'],Bully, lfg ,Bully
"['jancok', 'onk', 'ae', 'bangsat', 'sumpah', 'titen', 'ketemu', 'nk', 'dalan', 'yo']",Bully, jancok onk ae bangsat sumpah titen ketemu nk dalan yo ,Bully
"['give', 'me', 'tip']",Bully, give me tip ,Bully
"['give', 'me', 'tip']",Bully, give me tip ,Bully
"['give', 'me', 'tip']",Bully, give me tip ,Bully
"['give', 'me', 'tip']",Bully, give me tip ,Bully
"['give', 'me', 'tip']",Bully, give me tip ,Bully
['lfg'],Bully, lfg ,Bully
['lfg'],Bully, lfg ,Bully
"['hahahahah', 'bangsat', 'terdoktrin', 'cok']",Bully, hahahahah bangsat terdoktrin cok ,Bully
"['buka', 'tiktok', 'berasa', 'diketawain', 'bangsat']",Bully, buka tiktok berasa diketawain bangsat ,Bully
"['dm', 'nayla', 'mango', 'bang']",Bully, dm nayla mango bang ,Bully
"['anjing', 'ketiduran', 'bangsat', 'tidak', 'liat', 'barca', 'gue', 'kambek']",Bully, anjing ketiduran bangsat tidak liat barca gue kambek ,Bully
"['iya', 'h', 'mahito', 'ngeselin', 'banget', 'banget', 'tapi', 'cakep', 'tapi', 'tapi', 'aja', 'ngeselin', 'bangsat']",Bully, iya h mahito ngeselin banget banget tapi cakep tapi tapi aja ngeselin bangsat ,Bully
"['hah', 'bangsat']",Bully, hah bangsat ,Bully
"['bangsat', 'bangsat']",Bully, bangsat bangsat ,Bully
"['bangsat', 'salto', 'aja', 'nih', 'gue']",Bully, bangsat salto aja nih gue ,Bully
"['bangsat', 'pala', 'orang', 'engkol', 'lo', 'rx', 'king']",Bully, bangsat pala orang engkol lo rx king ,Bully
"['beneran', 'dikutuk', 'klub', 'bangsat', 'tanda', 'tanda', 'bentar', 'lgi', 'kebobolan']",Bully, beneran dikutuk klub bangsat tanda tanda bentar lgi kebobolan ,Bully
['bangsat'],Bully, bangsat ,Bully
"['paket', 'gue', 'tidak', 'gerak', 'anjeng', 'tiki', 'bangsat']",Bully, paket gue tidak gerak anjeng tiki bangsat ,Bully
"['tolol', 'anjingngngngngn', 'ciuman', 'trakhir', 'ap', 'anjing', 'smpe', 'melukin', 'pingang', 'cwe', 'bangsat', 'arti', 'nya', 'lo', 'menikmati', 'ciuman', 'cwek', 'gila', 'anjing']",Bully, tolol anjingngngngngn ciuman trakhir ap anjing smpe melukin pingang cwe bangsat arti nya lo menikmati ciuman cwek gila anjing ,Bully
"['bangsat', 'giliran', 'hanbin', 'diprotes', 'member', 'tidak', 'protes', 'asu', 'selesai', 'perfom', 'langsung', 'berdiri', 'tidak', 'atur', 'barisan', 'aja', 'tidak', 'sesuai', 'oficial', 'standing', 'anjing']",Bully, bangsat giliran hanbin diprotes member tidak protes asu selesai perfom langsung berdiri tidak atur barisan aja tidak sesuai oficial standing anjing ,Bully
"['karna', 'tidak', 'salah', 'bangsat']",Bully, karna tidak salah bangsat ,Bully
"['napa', 'begini', 'mainya', 'bangsat', 'xavi']",Bully, napa begini mainya bangsat xavi ,Bully
"['gue', 'bnyak', 'fancam', 'jaehuyun', 'ganteng', 'banget', 'bangsat', 'gue', 'stabilize', 'dlu', 'ye']",Bully, gue bnyak fancam jaehuyun ganteng banget bangsat gue stabilize dlu ye ,Bully
"['bangsat', 'udah', 'cape', 'ngurus', 'acara', 'ngurusin', 'nenenin', 'angota']",Bully, bangsat udah cape ngurus acara ngurusin nenenin angota ,Bully
"['dm', 'gue', 'bang']",Bully, dm gue bang ,Bully
"['dm', 'bang']",Bully, dm bang ,Bully
"['elu', 'anjing', 'bngt', 'anaian', 'lian', 'phayak', 'bangsat', 'lo', 'berdua', 'a', 'dah', 'dikasih', 'begituan']",Bully, elu anjing bngt anaian lian phayak bangsat lo berdua a dah dikasih begituan ,Bully
"['nayla', 'kirim', 'aja', 'link', 'nya']",Bully, nayla kirim aja link nya ,Bully
"['bangsat', 'mencoreng', 'nama', 'masyarakat', 'plat', 'k']",Bully, bangsat mencoreng nama masyarakat plat k ,Bully
"['kirim', 'nayla']",Bully, kirim nayla ,Bully
"['perkara', 'jidat', 'doang', 'ofside', 'bangsat']",Bully, perkara jidat doang ofside bangsat ,Bully
"['bangsat', 'akun', 'jahanam', 'gue', 'gk', 'keprivate']",Bully, bangsat akun jahanam gue gk keprivate ,Bully
"['salting', 'banget', 'bangsat', 'liat', 'jensele']",Bully, salting banget bangsat liat jensele ,Bully
"['aduh', 'richard', 'bangsat', 'puyeng', 'gue', 'liat', 'mentab']",Bully, aduh richard bangsat puyeng gue liat mentab ,Bully
"['gue', 'gemeteran', 'banget', 'bangsat', 'myheartwhwtsgara']",Bully, gue gemeteran banget bangsat myheartwhwtsgara ,Bully
"['alah', 'umam', 'cakep', 'banget', 'bangsat']",Bully, alah umam cakep banget bangsat ,Bully
"['bahagia', 'bangsat']",Bully, bahagia bangsat ,Bully
"['bangsat', 'awoakwokaowk', 'abang']",Bully, bangsat awoakwokaowk abang ,Bully
"['gue', 'ngapa', 'ngapain', 'ekskul', 'jurnal', 'dpg', 'anjing', 'dibulan', 'sih', 'bangsat']",Bully, gue ngapa ngapain ekskul jurnal dpg anjing dibulan sih bangsat ,Bully
"['org', 'org', 'kalau', 'tidak', 'caper', 'tidak', 'makan', 'cok', 'hahaha', 'sok', 'iye', 'banget', 'tai', 'najis', 'gue', 'liatnya', 'bangsat', 'sakit', 'jiwa']",Bully, org org kalau tidak caper tidak makan cok hahaha sok iye banget tai najis gue liatnya bangsat sakit jiwa ,Bully
"['bangsat', 'taeyong', 'please']",Bully, bangsat taeyong please ,Bully
"['anjir', 'sih', 'cok', 'bikin', 'gue', 'kesel', 'sesimple', 'main', 'game', 'aja', 'gabisa', 'bangsat']",Bully, anjir sih cok bikin gue kesel sesimple main game aja gabisa bangsat ,Bully
"['o', 'sialan', 'gue', 'baca', 'kali', 'ngerti', 'bangsat']",Bully, o sialan gue baca kali ngerti bangsat ,Bully
"['bangsat', 'seunghan', 'doyoung', 'anjir', 'ya', 'tuhan']",Bully, bangsat seunghan doyoung anjir ya tuhan ,Bully
"['jancok', 'wes', 'kecewa', 'ditambahi', 'kaos', 'ilang', 'bangsat']",Bully, jancok wes kecewa ditambahi kaos ilang bangsat ,Bully
['bangsat'],Bully, bangsat ,Bully
['bangsat'],Bully, bangsat ,Bully
"['klo', 'rmh', 'butuh', 'blg', 'gue', 'si', 'sulung', 'kurg', 'biaya', 'kuliah', 'bilang', 'gue', 'si', 'bungsu', 'butuh', 'blgnya', 'gue', 'jarang', 'bhkn', 'gapernh', 'kayknya', 'mnta', 'org', 'tua', 'wkwk', 'rmh', 'cicilan', 'yang', 'belum', 'dibyr', 'blgny', 'gue', 'cape', 'bangsat', 'wkwk', 'bukanya', 'tidak', 'ikhlas', 'tapi', 'ya', 'tolong', 'ngertin']",Bully, klo rmh butuh blg gue si sulung kurg biaya kuliah bilang gue si bungsu butuh blgnya gue jarang bhkn gapernh kayknya mnta org tua wkwk rmh cicilan yang belum dibyr blgny gue cape bangsat wkwk bukanya tidak ikhlas tapi ya tolong ngertin ,Bully
"['pembuangan', 'lancar', 'bangsat']",Bully, pembuangan lancar bangsat ,Bully
"['kepsek', 'guru', 'nya', 'anjing', 'dokternya', 'an', 'anjing', 'gila', 'ya', 'tidak', 'satupun', 'peduli', 'keluarga', 'korban', 'miskin', 'mainan', 'hukum', 'bangsat']",Bully, kepsek guru nya anjing dokternya an anjing gila ya tidak satupun peduli keluarga korban miskin mainan hukum bangsat ,Bully
"['bangsat', 'nge', 'wink', 'lo']",Bully, bangsat nge wink lo ,Bully
"['suruh', 'beli', 'maksa', 'banget', 'bangsat']",Bully, suruh beli maksa banget bangsat ,Bully
"['bangsat', 'joy', 'cakep', 'banget', 'anjing']",Bully, bangsat joy cakep banget anjing ,Bully
"['balesanya', 'nyebelin', 'banget', 'bangsat']",Bully, balesanya nyebelin banget bangsat ,Bully
"['si', 'bangsat']",Bully, si bangsat ,Bully
"['cewe', 'anjing', 'gatel', 'banget', 'lo', 'bangsat']",Bully, cewe anjing gatel banget lo bangsat ,Bully
"['begini', 'begini', 'statemen', 'hasil', 'pemeriksanya', 'benernya', 'bangsat', 'logika', 'menusuk', 'mata', 'gaperlu', 'tonjok', 'deh', 'setau', 'gue', 'gaperlu', 'adu', 'body', 'smackdown', 'tingal', 'pegang', 'palanya', 'colok', 'matanya', 'matanya', 'buta', 'amp', 'tidak', 'bekas', 'kekerasan']",Bully, begini begini statemen hasil pemeriksanya benernya bangsat logika menusuk mata gaperlu tonjok deh setau gue gaperlu adu body smackdown tingal pegang palanya colok matanya matanya buta amp tidak bekas kekerasan ,Bully
"['anjing', 'anjing', 'anjing', 'bangsat']",Bully, anjing anjing anjing bangsat ,Bully
['bangsat'],Bully, bangsat ,Bully
"['alah', 'lucu', 'banget', 'bangsat']",Bully, alah lucu banget bangsat ,Bully
"['bangsat', 'yang', 'open', 'bo', 'mingat', 'gue', 'lihat', 'berita', 'ketutup', 'foto', 'jelek', 'lo', 'anjing', 'jancok']",NoBully, bangsat yang open bo mingat gue lihat berita ketutup foto jelek lo anjing jancok ,Bully
"['anton', 'bangsat', 'god', 'flow', 'banget', 'pdkt', 'lo', 'thanks', 'ya', 'bikin', 'iri', 'aja']",Bully, anton bangsat god flow banget pdkt lo thanks ya bikin iri aja ,Bully
"['real', 'gue', 'kemaren', 'sampai', 'nungu', 'ayam', 'kremes', 'watu', 'gong', 'gegara', 'orang', 'gatau', 'abis', 'makan', 'nongkrong', 'sebat', 'bangsat']",Bully, real gue kemaren sampai nungu ayam kremes watu gong gegara orang gatau abis makan nongkrong sebat bangsat ,Bully
"['menang', 'bangsat']",Bully, menang bangsat ,Bully
"['gue', 'mikirin', 'mukanya', 'aja', 'senyum', 'bangsat']",Bully, gue mikirin mukanya aja senyum bangsat ,Bully
"['fgd', 'nangis', 'anj', 'tidak', 'masuk', 'akal', 'bangsat']",Bully, fgd nangis anj tidak masuk akal bangsat ,Bully
"['surprise', 'banget', 'bangsat', 'gue', 'nangis']",Bully, surprise banget bangsat gue nangis ,Bully
['lfg'],Bully, lfg ,Bully
"['bangsat', 'ngakaka', 'baju', 'abang', 'kasirnya', 'yalah', 'bisanya', 'kejadian', 'cocoklogi']",Bully, bangsat ngakaka baju abang kasirnya yalah bisanya kejadian cocoklogi ,Bully
"['bangsat', 'otak', 'lo', 'kotor']",Bully, bangsat otak lo kotor ,Bully
"['bangsat', 'pas', 'malam', 'mingu', 'sepi', 'wkwk', 'pas', 'acara', 'kemarin', 'rame']",Bully, bangsat pas malam mingu sepi wkwk pas acara kemarin rame ,Bully
['bangsat'],Bully, bangsat ,Bully
"['bangsat', 'bikin', 'tidak', 'mod', 'anjing', 'udah', 'syukur', 'dibantuin', 'egois']",Bully, bangsat bikin tidak mod anjing udah syukur dibantuin egois ,Bully
"['haechan', 'bangsat', 'love', 'u']",Bully, haechan bangsat love u ,Bully
"['it', 'time', 'to', 'say', 'anjing', 'bangsat']",Bully, it time to say anjing bangsat ,Bully
"['ah', 'lo', 'mah', 'nambah', 'nambah', 'aja', 'anjir', 'ujung', 'ujungnya', 'pastu', 'ad', 'yang', 'bawa', 'bawa', 'gi', 'ni', 'tai', 'bangsat']",Bully, ah lo mah nambah nambah aja anjir ujung ujungnya pastu ad yang bawa bawa gi ni tai bangsat ,Bully
"['bangsat', 'kenpa', 'mark', 'le', 'ganteng', 'banget', 'sialan', 'wksishshs', 'menyesal', 'membeli', 'tiket']",Bully, bangsat kenpa mark le ganteng banget sialan wksishshs menyesal membeli tiket ,Bully
"['bangsat', 'gek', 'wkwkwk', 'mending', 'dewa', 'liat', 'wat', 'main', 'm']",Bully, bangsat gek wkwkwk mending dewa liat wat main m ,Bully
"['gada', 'hati', 'banget', 'lo', 'bangsat']",Bully, gada hati banget lo bangsat ,Bully
['bangsat'],Bully, bangsat ,Bully
"['kt', 'bermusuhan', 'bangsat']",Bully, kt bermusuhan bangsat ,Bully
"['bangsat', 'cakep', 'banget']",Bully, bangsat cakep banget ,Bully
"['garagan', 'purak', 'sedih', 'bangsat']",Bully, garagan purak sedih bangsat ,Bully
"['ogah', 'banget', 'bangsat', 'huek', 'anjing', 'bayanginya', 'gue', 'mual', 'bau', 'bangke']",Bully, ogah banget bangsat huek anjing bayanginya gue mual bau bangke ,Bully
"['bangsat', 'lemonade', 'bjir']",Bully, bangsat lemonade bjir ,Bully
"['kadang', 'geli', 'kadang', 'males', 'balas', 'kadang', 'bosan', 'kadang', 'salting', 'bangsat']",Bully, kadang geli kadang males balas kadang bosan kadang salting bangsat ,Bully
"['bangsat', 'anjing']",Bully, bangsat anjing ,Bully
"['bangsat', 'bisanya', 'masak', 'ikan', 'kiko']",Bully, bangsat bisanya masak ikan kiko ,Bully
['bangsat'],Bully, bangsat ,Bully
['bangsat'],Bully, bangsat ,Bully
"['santai', 'smtown', 'doang', 'halah', 'smtown', 'doang', 'elah', 'anjing', 'jisung', 'indo', 'woy', 'santai', 'darimana', 'bangsat']",Bully, santai smtown doang halah smtown doang elah anjing jisung indo woy santai darimana bangsat ,Bully
"['enyah', 'ac', 'tnte', 'grang', 'gangu', 'banget', 'bangsat']",Bully, enyah ac tnte grang gangu banget bangsat ,Bully
"['gue', 'amalan', 'bokap', 'tetep', 'selingkuh', 'bangsat']",Bully, gue amalan bokap tetep selingkuh bangsat ,Bully
"['dustin', 'bangsat']",Bully, dustin bangsat ,Bully
"['dasar', 'bejad']",NoBully, dasar bejad ,Bully
"['bejad', 'sukuna', 'ganteng', 'bunuh', 'dukun', 'terbaik', 'sedunia', 'rest', 'in', 'peace', 'gojo']",Bully, bejad sukuna ganteng bunuh dukun terbaik sedunia rest in peace gojo ,Bully
"['malam', 'yang', 'bejad']",Bully, malam yang bejad ,Bully
"['maf', 'ka', 'jodohnya', 'disitu', 'gamau', 'himpunan', 'lelaki', 'bejad']",NoBully, maf ka jodohnya disitu gamau himpunan lelaki bejad ,Bully
"['cok', 'bejad', 'arek', 'iki']",NoBully, cok bejad arek iki ,Bully
"['yalah', 'jadwal', 'sidang', 'upn', 'gajelas', 'gue', 'dag', 'dig', 'dug', 'napa', 'gue', 'udah', 'bingung', 'mo', 'ngapain', 'kampus', 'bejad', 'z']",NoBully, yalah jadwal sidang upn gajelas gue dag dig dug napa gue udah bingung mo ngapain kampus bejad z ,Bully
"['gue', 'cape', 'nangisin', 'si', 'dago', 'brengsek']",NoBully, gue cape nangisin si dago brengsek ,Bully
"['brengsek', 'pemabuk', 'tai', 'mnding', 'kawa', 'kawa']",Bully, brengsek pemabuk tai mnding kawa kawa ,Bully
['brengsek'],NoBully, brengsek ,NoBully
"['brengsek', 'knp', 'gue', 'yang', 'salting', 'ngeliat', 'jensele']",Bully, brengsek knp gue yang salting ngeliat jensele ,Bully
['brengsek'],NoBully, brengsek ,NoBully
"['brengsek', 'ya', 'pikir', 'magang', 'kn', 'skripsi', 'at', 'the', 'same', 'time', 'ketebak', 'dah', 'cheat', 'sih', 'ku']",Bully, brengsek ya pikir magang kn skripsi at the same time ketebak dah cheat sih ku ,Bully
"['cakep', 'banget', 'dah', 'si', 'gemini', 'gemini', 'today', 'weh', 'gmna', 'ya', 'laptop', 'gue', 'gamau', 'idup', 'brengsek', 'skripsi', 'gue']",Bully, cakep banget dah si gemini gemini today weh gmna ya laptop gue gamau idup brengsek skripsi gue ,Bully
"['brengsek', 'ngaceng', 'ngakak', 'kenceng', 'ih', 'dodol', 'lo', 'ya', 'ketikanya']",Bully, brengsek ngaceng ngakak kenceng ih dodol lo ya ketikanya ,Bully
"['brengsek', 'salah', 'ngetik', 'cuy', 'merinding']",Bully, brengsek salah ngetik cuy merinding ,Bully
"['anjing', 'lukh', 'luh', 'ganteng', 'banget', 'anjengk', 'brengsek']",Bully, anjing lukh luh ganteng banget anjengk brengsek ,Bully
"['boston', 'brengsek', 'pakai', 'ganteng']",Bully, boston brengsek pakai ganteng ,Bully
"['bukanya', 'nyamperin', 'laporan', 'grup', 'suruh', 'anak', 'anak', 'dateng', 'brengsek', 'gangu', 'org', 'lagi']",Bully, bukanya nyamperin laporan grup suruh anak anak dateng brengsek gangu org lagi ,Bully
"['brengsek', 'bikin', 'gue', 'jd', 'jahat', 'emak', 'gue']",Bully, brengsek bikin gue jd jahat emak gue ,Bully
"['brengsek', 'pengen', 'banget', 'ya', 'alah']",Bully, brengsek pengen banget ya alah ,Bully
"['pengin', 'nyapres', 'koq', 'mulutnya', 'kayak', 'preman', 'jalanan', 'brengsek']",Bully, pengin nyapres koq mulutnya kayak preman jalanan brengsek ,Bully
"['wkwkwkwk', 'aran', 'brengsek', 'banget']",NoBully, wkwkwkwk aran brengsek banget ,Bully
"['mas', 'dimas', 'brengsek', 'ganteng', 'banget']",Bully, mas dimas brengsek ganteng banget ,Bully
"['mah', 'jatohnya', 'gue', 'dengerin', 'mr', 'removed', 'brengsek']",Bully, mah jatohnya gue dengerin mr removed brengsek ,Bully
"['yuk', 'yuk', 'bangun', 'tidur', 'gausa', 'ngarepin', 'cowo', 'brengsek', 'yukyuk']",Bully, yuk yuk bangun tidur gausa ngarepin cowo brengsek yukyuk ,Bully
"['brengsek', 'inimah', 'sedihnya', 'melebihi', 'sedi', 'putusin', 'pas', 'sayang', 'sayangnya']",Bully, brengsek inimah sedihnya melebihi sedi putusin pas sayang sayangnya ,Bully
['brengsek'],NoBully, brengsek ,NoBully
"['luaranya', 'laki', 'jiwanya', 'boti', 'brengsek']",NoBully, luaranya laki jiwanya boti brengsek ,Bully
"['gue', 'ketemu', 'nct', 'gue', 'pengen', 'gue', 'tidak', 'iri', 'dengki', 'brengsek']",Bully, gue ketemu nct gue pengen gue tidak iri dengki brengsek ,Bully
"['wkwkwk', 'brengsek']",Bully, wkwkwk brengsek ,NoBully
"['brengsek', 'lo', 'mncul', 'mentab', 'gue', 'gprnh', 'benernya']",NoBully, brengsek lo mncul mentab gue gprnh benernya ,Bully
"['iya', 'jaekyung', 'emang', 'brengsek', 'ngelebihin', 'bj', 'alex', 'mah']",Bully, iya jaekyung emang brengsek ngelebihin bj alex mah ,Bully
"['brengsek', 'wkwk', 'kyak', 'baca', 'tapi', 'gue', 'baca', 'lgi', 'deh']",Bully, brengsek wkwk kyak baca tapi gue baca lgi deh ,Bully
['brengsek'],NoBully, brengsek ,NoBully
['brengsek'],Bully, brengsek ,NoBully
"['cuman', 'nitip', 'argh', 'brengsek', 'sedih', 'banget', 'gue', 'liat', 'ya', 'jaemin', 'kalau', 'udah', 'selesai', 'kuliahnya', 'deket', 'jakarta', 'konser', 'samperin']",Bully, cuman nitip argh brengsek sedih banget gue liat ya jaemin kalau udah selesai kuliahnya deket jakarta konser samperin ,Bully
"['argh', 'brengsek']",Bully, argh brengsek ,NoBully
"['emang', 'brengsek']",Bully, emang brengsek ,NoBully
"['gue', 'ganyari', 'mangsa', 'dibase', 'ya', 'brengsek']",Bully, gue ganyari mangsa dibase ya brengsek ,Bully
"['argh', 'goblok', 'bngt', 'brengsek']",Bully, argh goblok bngt brengsek ,NoBully
"['brengsek', 'akwowowk']",Bully, brengsek akwowowk ,Bully
['brengsek'],NoBully, brengsek ,NoBully
"['wkwkwk', 'brengsek']",NoBully, wkwkwk brengsek ,NoBully
"['brengsek', 'gue', 'tertipu']",Bully, brengsek gue tertipu ,Bully
"['brengsek', 'gue', 'sakit', 'hati', 'banget', 'orang', 'gila']",Bully, brengsek gue sakit hati banget orang gila ,Bully
"['aduh', 'brengsek', 'ckep', 'banget']",Bully, aduh brengsek ckep banget ,Bully
"['brengsek', 'gue', 'pakai', 'twibon', 'org', 'beribu', 'purnama', 'websitenya', 'eror', 'gue']",Bully, brengsek gue pakai twibon org beribu purnama websitenya eror gue ,Bully
